date,instrument,hypothesis,strike,option_type,entry,exit,quantity,exit_reason,pnl,pnl_pct,regime
2007-10-08,NIFTY,BEAR,5200,PE,5186.25,5085.10009765625,65,EOD,1512.88,15.129,OTHER
2007-10-09,NIFTY,BEAR,5050,PE,5062.64990234375,5255.351614815848,65,SL_HIT,-2171.11,-18.858,OTHER
2007-10-10,NIFTY,BULL,5350,CE,5328.14990234375,5441.4501953125,65,EOD,1487.18,15.920,OTHER
2007-10-11,NIFTY,BULL,5450,CE,5438.89990234375,5524.85009765625,65,EOD,1117.35,10.318,OTHER
2007-10-12,NIFTY,BULL,5550,CE,5525.2998046875,5428.25,65,EOD,-1261.65,-10.561,OTHER
2007-10-15,NIFTY,BEAR,5450,PE,5428.35009765625,5641.076799665178,65,SL_HIT,-2396.72,-22.431,OTHER
2007-10-16,NIFTY,BULL,5650,CE,5670.64990234375,5668.0498046875,65,EOD,-33.8,-0.408,OTHER
2007-10-17,NIFTY,BEAR,5650,PE,5658.89990234375,5294.6357421875,65,T1_HIT,9470.87,114.741,OTHER
2007-10-18,NIFTY,BEAR,5550,PE,5551.10009765625,5351.0,65,EOD,2601.3,14.676,OTHER
2007-10-19,NIFTY,BEAR,5350,PE,5360.35009765625,5215.2998046875,65,EOD,1885.65,9.277,OTHER
2007-10-22,NIFTY,BEAR,5200,PE,5202.75,5184.0,65,EOD,243.75,1.097,OTHER
2007-10-23,NIFTY,BEAR,5200,PE,5185.2998046875,5473.7001953125,65,EOD,-3749.21,-16.696,OTHER
2007-10-24,NIFTY,BULL,5500,CE,5477.60009765625,5496.14990234375,65,EOD,241.15,1.289,OTHER
2007-10-25,NIFTY,BULL,5500,CE,5499.0498046875,5568.9501953125,65,EOD,908.71,4.796,OTHER
2007-10-26,NIFTY,BULL,5550,CE,5564.25,5702.2998046875,65,EOD,1794.65,9.038,OTHER
2007-10-29,NIFTY,BULL,5700,CE,5708.89990234375,5905.89990234375,65,EOD,2561.0,11.829,OTHER
2007-10-30,NIFTY,BULL,5900,CE,5917.5498046875,5868.75,65,EOD,-634.4,-2.620,OTHER
2007-10-31,NIFTY,BEAR,5850,PE,5868.89990234375,5900.64990234375,65,EOD,-412.75,-1.751,OTHER
2007-11-01,NIFTY,BULL,5900,CE,5903.7998046875,5866.4501953125,65,EOD,-485.54,-2.096,OTHER
2007-11-02,NIFTY,BEAR,5850,PE,5854.85009765625,5932.39990234375,65,EOD,-1008.15,-4.445,OTHER
2007-11-05,NIFTY,BULL,5950,CE,5931.89990234375,5847.2998046875,65,EOD,-1099.8,-5.075,OTHER
2007-11-06,NIFTY,BEAR,5850,PE,5847.10009765625,5786.5,65,EOD,787.8,3.830,OTHER
2007-11-07,NIFTY,BEAR,5800,PE,5782.39990234375,5782.35009765625,65,EOD,0.65,0.003,OTHER
2007-11-08,NIFTY,BEAR,5800,PE,5779.2998046875,5698.75,65,EOD,1047.15,4.902,OTHER
2007-11-12,NIFTY,BEAR,5650,PE,5660.60009765625,5617.10009765625,65,EOD,565.5,2.524,OTHER
2007-11-13,NIFTY,BEAR,5600,PE,5612.35009765625,5695.39990234375,65,EOD,-1079.65,-4.700,OTHER
2007-11-14,NIFTY,BULL,5700,CE,5703.9501953125,5937.89990234375,65,EOD,3041.35,13.892,OTHER
2007-11-15,NIFTY,BULL,5950,CE,5942.7001953125,5912.10009765625,65,EOD,-397.8,-1.595,OTHER
2007-11-16,NIFTY,BEAR,5900,PE,5913.14990234375,5906.85009765625,65,EOD,81.9,0.334,OTHER
2007-11-19,NIFTY,BEAR,5900,PE,5908.0498046875,5907.64990234375,65,EOD,5.2,0.021,OTHER
2007-11-20,NIFTY,BEAR,5900,PE,5911.25,5780.89990234375,65,EOD,1694.55,6.882,OTHER
2007-11-21,NIFTY,BEAR,5800,PE,5778.7998046875,5561.0498046875,65,EOD,2830.75,10.756,OTHER
2007-11-22,NIFTY,BEAR,5550,PE,5564.64990234375,5519.35009765625,65,EOD,588.9,2.020,OTHER
2007-11-23,NIFTY,BEAR,5500,PE,5524.2998046875,5608.60009765625,65,EOD,-1095.9,-3.685,OTHER
2007-11-26,NIFTY,BULL,5600,CE,5611.2998046875,5731.7001953125,65,EOD,1565.21,5.465,OTHER
2007-11-27,NIFTY,BULL,5750,CE,5729.25,5698.14990234375,65,EOD,-404.3,-1.338,OTHER
2007-11-28,NIFTY,BEAR,5700,PE,5699.5498046875,5617.5498046875,65,EOD,1066.0,3.577,OTHER
2007-11-29,NIFTY,BEAR,5600,PE,5617.7998046875,5634.60009765625,65,EOD,-218.4,-0.708,OTHER
2007-11-30,NIFTY,BULL,5650,CE,5633.89990234375,5762.75,65,EOD,1675.05,5.465,OTHER
2007-12-03,NIFTY,BULL,5750,CE,5765.4501953125,5865.0,65,EOD,1294.15,4.004,OTHER
2007-12-04,NIFTY,BULL,5850,CE,5870.2001953125,5858.35009765625,65,EOD,-154.05,-0.458,OTHER
2007-12-05,NIFTY,BEAR,5850,PE,5861.89990234375,5940.0,65,EOD,-1015.3,-3.034,OTHER
2007-12-06,NIFTY,BULL,5950,CE,5941.0498046875,5954.7001953125,65,EOD,177.46,0.547,OTHER
2007-12-07,NIFTY,BULL,5950,CE,5963.60009765625,5974.2998046875,65,EOD,139.1,0.426,OTHER
2007-12-10,NIFTY,BULL,5950,CE,5974.0,5960.60009765625,65,EOD,-174.2,-0.532,OTHER
2007-12-11,NIFTY,BEAR,5950,PE,5960.39990234375,6097.25,65,EOD,-1779.05,-5.458,OTHER
2007-12-12,NIFTY,BULL,6050,CE,6067.0498046875,6159.2998046875,65,EOD,1211.29,3.931,OTHER
2007-12-13,NIFTY,BULL,6150,CE,6159.25,6058.10009765625,65,EOD,-1314.95,-4.106,OTHER
2007-12-14,NIFTY,BEAR,6050,PE,6056.2001953125,6047.7001953125,65,EOD,116.96,0.381,OTHER
2007-12-17,NIFTY,BEAR,6050,PE,6037.9501953125,5770.457380022322,65,T1_HIT,6954.81,22.561,OTHER
2007-12-18,NIFTY,BEAR,5800,PE,5777.60009765625,5742.2998046875,65,EOD,458.9,1.215,OTHER
2007-12-19,NIFTY,BEAR,5750,PE,5730.25,5751.14990234375,65,EOD,-271.7,-0.711,OTHER
2007-12-20,NIFTY,BULL,5750,CE,5751.75,5766.5,65,EOD,191.75,0.505,OTHER
2007-12-24,NIFTY,BULL,5750,CE,5771.2998046875,5985.10009765625,65,EOD,2779.4,7.283,OTHER
2007-12-26,NIFTY,BULL,6000,CE,5988.4501953125,6070.75,65,EOD,1069.9,2.613,OTHER
2007-12-27,NIFTY,BULL,6050,CE,6069.0,6081.5,65,EOD,162.5,0.387,OTHER
2007-12-28,NIFTY,BULL,6100,CE,6079.5498046875,6079.7001953125,65,EOD,1.96,0.005,OTHER
2007-12-31,NIFTY,BULL,6100,CE,6095.0,6138.60009765625,65,EOD,566.8,1.344,OTHER
2008-01-01,NIFTY,BULL,6150,CE,6136.75,6144.35009765625,65,EOD,98.8,0.231,GFC_BEAR
2008-01-02,NIFTY,BULL,6150,CE,6144.7001953125,6179.39990234375,65,EOD,451.1,1.053,GFC_BEAR
2008-01-03,NIFTY,BULL,6200,CE,6184.25,6178.5498046875,65,EOD,-74.27,-0.172,GFC_BEAR
2008-01-04,NIFTY,BEAR,6200,PE,6179.10009765625,6274.2998046875,65,EOD,-1257.39,-2.910,GFC_BEAR
2008-01-07,NIFTY,BULL,6250,CE,6271.0,6279.10009765625,65,EOD,105.3,0.251,GFC_BEAR
2008-01-08,NIFTY,BULL,6300,CE,6282.4501953125,6287.85009765625,65,EOD,77.57,0.184,GFC_BEAR
2008-01-09,NIFTY,BULL,6300,CE,6287.5498046875,6272.0,65,EOD,-231.69,-0.550,GFC_BEAR
2008-01-10,NIFTY,BEAR,6300,PE,6278.10009765625,6156.9501953125,65,EOD,1759.05,4.197,GFC_BEAR
2008-01-11,NIFTY,BEAR,6150,PE,6166.64990234375,6200.10009765625,65,EOD,-469.24,-1.075,GFC_BEAR
2008-01-14,NIFTY,BULL,6200,CE,6208.7998046875,6206.7998046875,65,EOD,-31.18,-0.072,GFC_BEAR
2008-01-15,NIFTY,BEAR,6250,PE,6226.35009765625,6074.25,65,EOD,2209.13,5.117,GFC_BEAR
2008-01-16,NIFTY,BEAR,6050,PE,6065.0,5935.75,65,EOD,1680.25,3.703,GFC_BEAR
2008-01-17,NIFTY,BEAR,5950,PE,5937.9501953125,5913.2001953125,65,EOD,321.75,0.684,GFC_BEAR
2008-01-18,NIFTY,BEAR,5900,PE,5907.75,5705.2998046875,65,EOD,2631.85,5.555,GFC_BEAR
2008-01-21,NIFTY,BEAR,5700,PE,5705.0,5327.685686383928,65,T1_HIT,9810.17,19.616,GFC_BEAR
2008-01-22,NIFTY,BEAR,5200,PE,5203.35009765625,4736.871512276785,65,T1_HIT,12128.44,20.274,GFC_BEAR
2008-01-23,NIFTY,BEAR,4900,PE,4903.0498046875,5288.555140904018,65,SL_HIT,-4343.36,-6.037,GFC_BEAR
2008-01-24,NIFTY,BULL,5200,CE,5208.0,5033.4501953125,65,EOD,-2269.15,-3.356,GFC_BEAR
2008-01-25,NIFTY,BEAR,5050,PE,5035.0498046875,5383.35009765625,65,EOD,-4527.9,-6.930,GFC_BEAR
2008-01-28,NIFTY,BULL,5400,CE,5380.9501953125,5274.10009765625,65,EOD,-1389.05,-2.284,GFC_BEAR
2008-01-29,NIFTY,BEAR,5300,PE,5279.5498046875,5280.7998046875,65,EOD,-16.25,-0.027,GFC_BEAR
2008-01-30,NIFTY,BULL,5300,CE,5283.75,5167.60009765625,65,EOD,-1509.95,-2.542,GFC_BEAR
2008-01-31,NIFTY,BEAR,5150,PE,5172.25,5137.4501953125,65,EOD,452.4,0.781,GFC_BEAR
2008-02-01,NIFTY,BEAR,5150,PE,5140.60009765625,5317.25,65,EOD,-2296.45,-3.936,GFC_BEAR
2008-02-04,NIFTY,BULL,5300,CE,5315.5498046875,5463.5,65,EOD,1923.35,3.431,GFC_BEAR
2008-02-05,NIFTY,BULL,5450,CE,5463.75,5483.89990234375,65,EOD,261.95,0.452,GFC_BEAR
2008-02-06,NIFTY,BULL,5450,CE,5470.39990234375,5322.5498046875,65,EOD,-1922.05,-3.300,GFC_BEAR
2008-02-07,NIFTY,BEAR,5300,PE,5322.5498046875,5133.25,65,EOD,2460.9,4.370,GFC_BEAR
2008-02-08,NIFTY,BEAR,5150,PE,5132.10009765625,5120.35009765625,65,EOD,152.75,0.260,GFC_BEAR
2008-02-11,NIFTY,BEAR,5100,PE,5120.5498046875,4857.0,65,EOD,3426.15,5.814,GFC_BEAR
2008-02-12,NIFTY,BEAR,4900,PE,4877.85009765625,4838.25,65,EOD,514.8,0.826,GFC_BEAR
2008-02-13,NIFTY,BEAR,4850,PE,4836.5498046875,4929.4501953125,65,EOD,-1207.71,-1.921,GFC_BEAR
2008-02-14,NIFTY,BULL,4950,CE,4944.64990234375,5202.0,65,EOD,3345.55,5.426,GFC_BEAR
2008-02-15,NIFTY,BULL,5200,CE,5202.85009765625,5302.89990234375,65,EOD,1300.65,2.001,GFC_BEAR
2008-02-18,NIFTY,BULL,5300,CE,5304.4501953125,5276.89990234375,65,EOD,-358.15,-0.540,GFC_BEAR
2008-02-19,NIFTY,BEAR,5300,PE,5278.39990234375,5280.7998046875,65,EOD,-31.2,-0.047,GFC_BEAR
2008-02-20,NIFTY,BULL,5250,CE,5267.14990234375,5154.4501953125,65,EOD,-1465.1,-2.223,GFC_BEAR
2008-02-21,NIFTY,BEAR,5150,PE,5156.89990234375,5191.7998046875,65,EOD,-453.7,-0.704,GFC_BEAR
2008-02-22,NIFTY,BULL,5200,CE,5183.39990234375,5110.75,65,EOD,-944.45,-1.476,GFC_BEAR
2008-02-25,NIFTY,BEAR,5100,PE,5112.25,5200.7001953125,65,EOD,-1149.85,-1.824,GFC_BEAR
2008-02-26,NIFTY,BULL,5200,CE,5200.7998046875,5270.0498046875,65,EOD,900.25,1.454,GFC_BEAR
2008-02-27,NIFTY,BULL,5250,CE,5271.39990234375,5268.39990234375,65,EOD,-39.0,-0.062,GFC_BEAR
2008-02-28,NIFTY,BEAR,5250,PE,5266.35009765625,5285.10009765625,65,EOD,-243.75,-0.388,GFC_BEAR
2008-02-29,NIFTY,BULL,5300,CE,5285.0,5223.5,65,EOD,-799.5,-1.279,GFC_BEAR
2008-03-03,NIFTY,BEAR,5200,PE,5222.7998046875,4953.0,65,EOD,3507.4,5.682,GFC_BEAR
2008-03-04,NIFTY,BEAR,4950,PE,4958.5498046875,4864.25,65,EOD,1225.9,1.879,GFC_BEAR
2008-03-05,NIFTY,BEAR,4850,PE,4866.85009765625,4921.39990234375,65,EOD,-709.15,-1.067,GFC_BEAR
2008-03-07,NIFTY,BULL,4900,CE,4918.2998046875,4700.805088588169,65,SL_HIT,-2450.44,-3.727,GFC_BEAR
2008-03-10,NIFTY,BEAR,4750,PE,4767.7998046875,4800.39990234375,65,EOD,-423.8,-0.670,GFC_BEAR
2008-03-11,NIFTY,BULL,4800,CE,4796.2998046875,4865.89990234375,65,EOD,904.8,1.439,GFC_BEAR
